Parent,Title,Description,State,Priority,Labels,Project,Estimate
"Evaluate Job Description","Sub: AGENT_CONFIG evaluate_jd task","**Scope:** New task evaluate_jd; 102_JD_RUBRIC; response_schema and response_format.

**Ref:** consult-features AGENT_CONFIG.",Backlog,Medium,subissue,Astral Consult,1
"Score Jobs (GET/DO/LIKE)","Sub: score_get and score_do uniform pattern","**Scope:** Signatures; live_content = job[""job_data""][""job_description""]; do_task(score_get) / do_task(score_do); same structure, different task_key.

**Ref:** consult-features Uniform Pattern.",Backlog,High,subissue,Astral Consult,2
"Score Jobs (GET/DO/LIKE)","Sub: score_like with company context","**Scope:** score_like(job, company); live_content = job_description + company_data[""website_content""]; raise if website_content missing.

**Ref:** consult-features score_like; Prep Company Culture Pages dependency.",Backlog,High,subissue,Astral Consult,2
"Score Jobs (GET/DO/LIKE)","Sub: Grade-to-score calculation in consult","**Scope:** Parsed grades to numeric score (config-driven scale); weighted/unweighted average; save get_score, do_score, like_score to job_data. Logic in consult.py, not prompt.

**Ref:** consult-features Grade-to-Score Calculation.",Backlog,High,subissue,Astral Consult,3
"Score Jobs (GET/DO/LIKE)","Sub: Pass threshold and state transitions","**Scope:** CONSULT_CONFIG pass_threshold per task; caller compares score to threshold; state table (PASSED_JD to PASSED_GET/FAILED_GET, etc.).

**Ref:** consult-features Score Threshold; State Machine.",Backlog,High,subissue,Astral Consult,1
"Score Jobs (GET/DO/LIKE)","Sub: AGENT_CONFIG score task renames and schema","**Scope:** scoreGET to score_get, scoreDO to score_do, scoreLIKE to score_like; response_schema for grade structure; response_format json.

**Ref:** consult-features AGENT_CONFIG.",Backlog,Medium,subissue,Astral Consult,2
"Consult Batch Runner","Sub: batch-count CLI parameter and outer loop","**Scope:** --batch-count N (default: no limit); while True with get_new_batch; break when batch_count reached or no jobs.

**Ref:** consult-features CLI Batch-Count; Outer Loop.",Backlog,High,subissue,Astral Consult,2
"Consult Batch Runner","Sub: CONSULT_CONFIG step definitions","**Scope:** Add CONSULT_CONFIG entries for check_job_list, evaluate_jd, score_get, score_do, score_like (input_state, pass_state, fail_state, batch_size, processing_pattern, pass_threshold where needed, requires_company for score_like).

**Ref:** consult-features CONSULT_CONFIG.",Backlog,High,subissue,Astral Consult,3
"Consult Batch Runner","Sub: Pattern A — batch-as-prompt (check_job_list)","**Scope:** One consult call per batch; map array response back to jobs; save and transition per job.

**Ref:** consult-features Pattern A.",Backlog,High,subissue,Astral Consult,2
"Consult Batch Runner","Sub: Pattern B — per-job (evaluate_jd, score_get, score_do, score_like)","**Scope:** Iterate batch; call consult function per job; save result; transition state; for score_like fetch company and ensure website_content (trigger Prep if needed).

**Ref:** consult-features Pattern B.",Backlog,High,subissue,Astral Consult,3
"Consult Batch Runner","Sub: CLI scripts and layer rules","**Scope:** e_ja_consult_job_list, g_ja_consult_job_desc, h_ja_consult_get, i_ja_consult_do, k_ja_consult_like; CLI imports core and utils only; batch claim/release at CLI; suppress HTTP logging.

**Ref:** consult-features CLI Scripts; ASTRAL_CODE_RULES 3.2 CLI.",Backlog,High,subissue,Astral Consult,2
"Consult Batch Runner","Sub: Error handling and logging","**Scope:** success=False to fail_state; exceptions log, skip job, continue; finally clear_batch; batch/job/loop logging as in feature.

**Ref:** consult-features Error Handling; Logging.",Backlog,Medium,subissue,Astral Consult,2
"Prep Company Culture Pages","Sub: Trigger and prep_company_culture_pages signature","**Scope:** Called when score_like job's company lacks company_data[""website_content""]; async def prep_company_culture_pages(company: Dict) -> None.

**Ref:** consult-features Trigger; Function Signature.",Backlog,High,subissue,Astral Consult,1
"Prep Company Culture Pages","Sub: Step 1 — AI select_culture_pages","**Scope:** do_task(select_culture_pages) with nav_links or default paths; max pages config; selected_pages from parsed_response. Pages to consider/ignore as in feature.

**Ref:** consult-features Orchestration 1; AGENT_CONFIG.",Backlog,High,subissue,Astral Consult,2
"Prep Company Culture Pages","Sub: Step 2 — Gatekeeper scrape selected pages","**Scope:** For each URL, playwright scrape_visible_text; collect {url, content}; skip failed pages.

**Ref:** consult-features Orchestration 2.",Backlog,High,subissue,Astral Consult,2
"Prep Company Culture Pages","Sub: Step 3 — Roster save website_content","**Scope:** roster.save_company_data(website_content=pages_content); merge with existing company_data.

**Ref:** consult-features Orchestration 3.",Backlog,High,subissue,Astral Consult,1
"Prep Company Culture Pages","Sub: Fallbacks and config","**Scope:** nav_links missing to default paths; AI fails to scrape defaults; all scrapes fail to empty website_content, degraded score_like. culture_pages_max, culture_page_default_paths.

**Ref:** consult-features Fallback; Config.",Backlog,Medium,subissue,Astral Consult,1
"Capture Nav Links During Job Page Discovery","Sub: Extract nav links during locate_job_page","**Scope:** While navigating, extract header/footer nav; ordered list of {text, url}.

**Ref:** consult-features During locate_job_page processing.",Backlog,High,subissue,Astral Roster,1
"Capture Nav Links During Job Page Discovery","Sub: Store in company_data and merge","**Scope:** company_data[""nav_links""]; merge, don't clobber parse_instructions etc.; extraction failure to log and continue.

**Ref:** consult-features Data Shape; Scope; Consumer.",Backlog,High,subissue,Astral Roster,1
"Capture Nav Links During Job Page Discovery","Sub: Generic get_company_data and fetch-on-missing for nav_links (coat check)","**Scope:** roster.get_company_data(company, key); key from config; case-style handling so for nav_links key, if missing, fetch via extract_site_page_list, enumerate_array, merge-save, return. Config for key name. Extensible for future self-heal keys. **Ref:** plan coat-check pattern.",Backlog,High,subissue,Astral Roster,2
"Retrofit Batch-Count to Existing CLIs","Sub: Add batch-count and run-until-empty to prefilter and gatekeeper CLIs","**Scope:** a_ja_prefilter, b_gk_locate_job_page, c_gk_parse_job_list, d_gk_gaze_job_lists: --batch-count N, same outer loop as Consult Batch Runner; no change to processing internals.

**Ref:** consult-features Behavior; Pattern; ASTRAL_CODE_RULES 2.4.",Backlog,Medium,subissue,Astral Infrastructure,3
"Add ADDED_JD_SCRAPE to Job State Machine","Sub: JOB_STATES and job_state_transitions","**Scope:** Add ADDED_JD_SCRAPE with batch_criteria; add (PASSED_JOBLIST, ADDED_JD_SCRAPE), (PASSED_JOBLIST, FAILED_TECHNICAL), (ADDED_JD_SCRAPE, PASSED_JD), (ADDED_JD_SCRAPE, FAILED_JD); remove (PASSED_JOBLIST, PASSED_JD) and (PASSED_JOBLIST, FAILED_JD).

**Ref:** consult-features JOB_STATES update; job_state_transitions; Context.",Backlog,High,subissue,Astral Infrastructure,1
"Rename AGENT_CONFIG Task Keys to snake_case","Sub: Rename task keys in config and update references","**Scope:** checkJobList to check_job_list, scoreGET to score_get, scoreDO to score_do, scoreLIKE to score_like; leave prefilter_company, find_job_site, vet_job_list, parse_job_list; update do_task(task_key=...) and any CLI/test refs.

**Ref:** consult-features Renames; ASTRAL_CODE_RULES 2.1.",Backlog,Medium,subissue,Astral Infrastructure,2
